Sentence #,Word,POS,Tag
,23/1,CD,I-address
,40300,CD,I-address
,SHAH,NNP,I-address
,ALAM,NNP,I-address
,SELANGOR.,NNP,I-address
,TEL:,ADD,O
,03-,XX,O
,55423228,CD,O
,FAX:03-,NN,O
,55423213,CD,O
,GST,NNP,O
,ID:,NNP,O
,000381399040,CD,O
,TAX,NN,O
,INVOICE,NNP,O
,/,SYM,O
,ADJUSTMENT,NN,O
,NOTE,NN,O
,CASH,FW,O
,INV,NN,O
,NO.:,XX,O
,7724F717,CD,O
,V,NN,O
,DATE:,NNP,O
,24/07/2017,CD,B-date
,MAKASSAR,NNP,O
,FRESH,NNP,O
,MARKET,NNP,O
,SDN,NNP,B-company
,BHD,NNP,I-company
,GROUND,NNP,O
,FLOOR,NNP,O
,NO.,NNP,O
,4,CD,O
,&,CC,O
,6,CD,O
,JALAN,NNP,B-address
,SS,NNP,O
,15/4B,CD,O
,47500,CD,O
,SUBANG,NNP,O
,JAYA,NNP,O
,SELANGOR,RB,O
,VE05:,FW,O
,RIDZUAN(11900),NNP,O
,DD:,IN,O
,24/07/2017,CD,B-date
,12:44,CD,O
,DESCRIPTION,NNP,O
,U.P,NNP,O
,ISS,NNP,O
,EXC,NNP,O
,D,NNP,O
,SALE,NNP,O
,AMT(RM),NNP,O
,O.C.,NNP,O
,WHITE,NNP,O
,2.13,CD,O
,5,CD,O
,3,LS,B-address
,0,NFP,O
,2,LS,O
,4.26,CD,O
,WHOLEMEAL,NNP,O
,2.78,CD,O
,5,CD,O
,2,LS,O
,0,NFP,O
,3,LS,B-address
,8.34,CD,O
,O.C,IN,O
,JUMBO,NNP,O
,2.97,CD,O
,3,LS,B-address
,3,LS,I-address
,0,NFP,O
,0,NFP,O
,0.00,CD,O
,TOTAL,NN,O
,0%,CD,O
,SUPPLIES:,NN,O
,12.60,CD,O
,DELTCIA-B/SCOTCH,NNP,O
,3.72,CD,O
,3,LS,B-address
,1,LS,O
,0,NFP,O
,2,LS,O
,7.44,CD,O
,CR-CHOCLT,NNP,O
,0.72,CD,O
,10,CD,O
,0,NFP,O
,0,NFP,O
,10,CD,O
,7.20,CD,O
,CR-B'SCOTCH,.,O
,0.72,CD,O
,10,CD,O
,9,CD,O
,0,NFP,O
,1,LS,O
,0.72,CD,O
,SQ-S.,JJ,O
,BERRY,NN,O
,0.84,CD,O
,8,CD,O
,0,NFP,O
,0,NFP,O
,8,CD,O
,6.72,CD,O
,BUN-SBILIS,NNP,O
,0.84,CD,O
,0,NFP,O
,10,CD,O
,0,NFP,O
,-10,NNP,O
,-8.40,NFP,O
,TOTAL,VB,O
,6%,CD,O
,SUPPLIES,NNP,O
,(EXCL.,-LRB-,O
,GST):,NNP,O
,13.68,CD,O
,GST:,NNP,O
,0.82,CD,O
,TOTAL,VB,O
,6%,CD,O
,SUPPLIES,NNS,O
,(INC.,-LRB-,O
,GST):,NNP,O
,14.50,CD,O
,TOTAL,NN,O
,0%,CD,O
,SUPPLIES:,NN,O
,12.60,CD,O
,TOTAL,JJ,O
,PAYABLE:,NNS,O
,27.10,CD,B-total
,E.&.0.E.,NFP,O
,RECEIVED,VBD,O
,ABOVE,JJ,O
,GOODS,NN,O
,IN,IN,O
,GOOD,JJ,O
,ORDER,NN,O
,CONDITION.,NN,O
,THE,DT,O
,RECIPIENT,NNP,O
,OF,IN,O
,GARDENIA'S,NNP,O
,PRODUCTS,NNP,O
,IS,VBZ,O
,REQUIRED,NN,O
,TO,IN,O
,MAKE,NNP,O
,NECESSARY,NN,O
,ADJUMENTS,NNS,O
,TO,IN,O
,ITS,PRP,O
,INPUT,NN,O
,TAX,NN,O
,CLAIMS,NNS,O
,ON,IN,O
,THE,DT,O
,BASIC,NN,O
,OF,IN,O
,THE,DT,O
,ADJUSTMENTS,NNS,O
,SHOWN,VBN,O
,IN,IN,O
,THIS,DT,O
,TAX,NN,O
,INVOICE,NN,O
,/,.,O
,ADJUSTMENT,NN,O
,NOTE,NN,O
,CUSTOMER'S,NNP,O
,COPY,NNP,O
,4,LS,O
Sentence: 333,GARDENIA,NNP,B-company
,BAKERIES,NNP,I-company
,(KL),-LRB-,I-company
,SDN,NNP,I-company
,BHD,NNP,I-company
,(139386,NNP,O
,X),NNP,O
,LOT,NNP,B-address
,3,CD,I-address
,JALAN,NNP,I-address
,PELABUR,NNP,I-address
,23/1,CD,I-address
,40300,CD,I-address
,SHAH,NNP,I-address
,ALAM,NNP,I-address
,SELANGOR.,NNP,I-address
,TEL:,ADD,O
,03-,XX,O
,55423228,CD,O
,GST,NNP,O
,ID:,NNP,O
,000381399040,CD,O
,TAX,NN,O
,INVOICE,NNP,O
,/,SYM,O
,ADJUSTMENT,NN,O
,NOTE,NN,O
,CASH,FW,O
,INV,NN,O
,NO.:,XX,O
,7825F713,CD,O
,VE0514,NNP,O
,DATE:,NNP,O
,25/08/2017,CD,B-date
,MAKASSAR,NNP,O
,FRESH,NNP,O
,MARKET,NNP,O
,SDN,NNP,B-company
,BHD,NNP,I-company
,GROUND,NNP,O
,FLOOR,NNP,O
,NO.,NNP,O
,4,CD,O
,&,CC,O
,6,CD,O
,JALAN,NNP,B-address
,SS,NNP,O
,15/4B,CD,O
,47500,CD,O
,SUBANG,NNP,O
,JAYA,NNP,O
,SELANGOR,RB,O
,VE05:,FW,O
,RIDZUAN(11900),NNP,O
,DD:,IN,O
,25/08/2017,CD,B-date
,10:29,CD,O
,DESCRIPTION,NNP,O
,U.P,NNP,O
,ISS,NNP,O
,EXC,NNP,O
,D,NNP,O
,SALE,NNP,O
,AMT(RM),NNP,O
,O.C.,NNP,O
,WHITE,NNP,O
,2.13,CD,O
,5,CD,O
,2,LS,O
,0,NFP,O
,3,LS,B-address
,6.39,CD,O
,WHOLEMEAL,NNP,O
,2.78,CD,O
,3,LS,B-address
,0,NFP,O
,0,NFP,O
,3,LS,B-address
,8.34,CD,O
,O.C,IN,O
,JUMBO,NNP,O
,2.97,CD,O
,5,CD,O
,2,LS,O
,0,NFP,O
,3,LS,B-address
,8.91,CD,O
,TOTAL,NN,O
,0%,CD,O
,SUPPLIES:,NN,O
,23.64,CD,O
,KAYA-ORI,NNP,O
,2.40,CD,O
,5,CD,O
,0,NFP,O
,0,NFP,O
,5,CD,O
,12.00,CD,O
,TOTAL,VB,O
,6%,CD,O
,SUPPLIES,NNP,O
,(EXCL.,-LRB-,O
,GST):,NNP,O
,12.00,CD,O
,GST:,NNP,O
,0.72,CD,O
,TOTAL,VB,O
,6%,CD,O
,SUPPLIES,NNS,O
,(INC.,-LRB-,O
,GST):,NNP,O
,12.72,CD,O
,TOTAL,NN,O
,0%,CD,O
,SUPPLIES:,NN,O
,23.64,CD,O
,TOTAL,JJ,O
,PAYABLE:,NNS,O
,36.36,CD,B-total
,E.&.0.E.,NFP,O
,RECEIVED,VBD,O
,ABOVE,JJ,O
,GOODS,NN,O
,IN,IN,O
,GOOD,JJ,O
,ORDER,NN,O
,CONDITION.,NN,O
,THE,DT,O
,RECIPIENT,NNP,O
,OF,IN,O
,GARDENIA'S,NNP,O
,PRODUCTS,NNP,O
,IS,VBZ,O
,REQUIRED,NN,O
,TO,IN,O
,MAKE,NNP,O
,NECESSARY,NN,O
,ADJUSTMENTS,NNS,O
,TO,IN,O
,ITS,PRP,O
,INPUT,NN,O
,TAX,NN,O
,CLAIMS,NNS,O
,ON,IN,O
,THE,DT,O
,BASIC,NN,O
,OF,IN,O
,THE,DT,O
,ADJUSTMENTS,NNS,O
,SHOWN,VBN,O
,IN,IN,O
,THIS,DT,O
,TAX,NN,O
,INVOICE,NN,O
,/,.,O
,ADJUSTMENT,NN,O
,NOTE,NN,O
,CUSTOMER'S,NNP,O
,COPY,NNP,O
,FAX:03-,NN,O
,55423213,CD,O
Sentence: 334,GARDENIA,NNP,B-company
,BAKERIES,NNP,I-company
,(KL),-LRB-,I-company
,SDN,NNP,I-company
,BHD,NNP,I-company
,(139386,NNP,O
,X),NNP,O
,LOT,NNP,B-address
,3,CD,I-address
,JALAN,NNP,I-address
,PELABUR,NNP,I-address
,23/1,CD,I-address
,40300,CD,I-address
,SHAH,NNP,I-address
,ALAM,NNP,I-address
,SELANGOR.,NNP,I-address
,TEL:,ADD,O
,03-,XX,O
,55423228,CD,O
,FAX:03-,NN,O
,55423213,CD,O
,GST,NNP,O
,ID:,NNP,O
,000381399040,CD,O
,TAX,NN,O
,INVOICE,NNP,O
,/,SYM,O
,ADJUSTMENT,NN,O
,NOTE,NN,O
,CASH,FW,O
,INV,NN,O
,NO.:,NNP,O
,7828F715,CD,O
,VE0514,NNP,O
,DATE:,NNP,O
,28/08/2017,CD,B-date
,MAKASSAR,NNP,O
,FRESH,NNP,O
,MARKET,NNP,O
,SDN,NNP,B-company
,BHD,NNP,I-company
,GROUND,NNP,O
,FLOOR,NNP,O
,NO.,NNP,O
,4,CD,O
,&,CC,O
,6,CD,O
,JALAN,NNP,B-address
,SS,NNP,O
,15/4B,CD,O
,47500,CD,O
,SUBANG,NNP,O
,JAYA,NNP,O
,SELANGOR,RB,O
,CUSTOMER'S,NNP,O
,COPY,NNP,O
,VE05:,FW,O
,RIDZUAN,NNP,O
,(11900),.,O
,DD:,IN,O
,28/08/2017,CD,B-date
,12:26,CD,O
,DESCRIPTION,NNP,O
,U.P,NNP,O
,ISS,NNP,O
,EXC,NNP,O
,D,NNP,O
,SALE,NNP,O
,AMT(RM),NNP,O
,O.C.,NNP,O
,WHITE,NNP,O
,2.13,CD,O
,5,CD,O
,2,LS,O
,0,NFP,O
,3,LS,B-address
,6.39,CD,O
,WHOLEMEAL,NNP,O
,2.78,CD,O
,5,CD,O
,0,NFP,O
,0,NFP,O
,5,CD,O
,13.90,CD,O
,O.C,IN,O
,JUMBO,NNP,O
,2.97,CD,O
,2,LS,O
,4,LS,O
,0,NFP,O
,-2,:,O
,-5.94,NFP,O
,TOTAL,NN,O
,0%,CD,O
,SUPPLIES:,NN,O
,14.35,CD,O
,DELICIA-B/SCOTCH,NNP,O
,3.72,CD,O
,3,LS,B-address
,0,NFP,O
,0,NFP,O
,3,LS,B-address
,11.16,CD,O
,CR-CHOCLT,NNP,O
,0.72,CD,O
,20,CD,O
,0,NFP,O
,0,NFP,O
,20,CD,O
,14.40,CD,O
,TOTAL,VB,O
,6%,CD,O
,SUPPLIES,NNP,O
,(EXCL.,-LRB-,O
,GST):,NNP,O
,25.56,CD,O
,GST:,NNP,O
,1.53,CD,O
,TOTAL,VB,O
,6%,CD,O
,SUPPLIES,NNS,O
,(INC.,-LRB-,O
,GST):,NNP,O
,27.09,CD,O
,TOTAL,NN,O
,0%,CD,O
,SUPPLIES:,NN,O
,14.35,CD,O
,TOTAL,JJ,O
,PAYABLE:,NNS,O
,41.44,CD,B-total
,E.&.0.E.,NFP,O
,RECEIVED,VBD,O
,ABOVE,JJ,O
,GOODS,NN,O
,IN,IN,O
,GOOD,JJ,O
,ORDER,NN,O
,CONDITION.,NN,O
,THE,DT,O
,RECIPIENT,NNP,O
,OF,IN,O
,GARDENIA'S,NNP,O
,PRODUCTS,NNP,O
,IS,VBZ,O
,REQUIRED,NN,O
,TO,IN,O
,MAKE,NNP,O
,NECESSARY,NN,O
,ADJUSTMENTS,NNS,O
,TO,IN,O
,ITS,PRP,O
,INPUT,NN,O
,TAX,NN,O
,CLAIMS,NNS,O
,ON,IN,O
,THE,DT,O
,BASIC,NN,O
,OF,IN,O
,THE,DT,O
,ADJUSTMENTS,NNS,O
,SHOWN,VBN,O
,IN,IN,O
,THIS,DT,O
,TAX,NN,O
,INVOICE,NN,O
,/,.,O
,ADJUSTMENT,NN,O
,NOTE,NN,O
Sentence: 335,GARDENIA,NNP,B-company
,BAKERIES,NNP,I-company
,(KL),-LRB-,I-company
,SDN,NNP,I-company
,BHD,NNP,I-company
,(139386,NNP,O
,X),NNP,O
,LOT,NNP,B-address
,3,CD,I-address
,JALAN,NNP,I-address
,PELABUR,NNP,I-address
,23/1,CD,I-address
,40300,CD,I-address
,SHAH,NNP,I-address
,ALAM,NNP,I-address
,SELANGOR.,NNP,I-address
,TEL:,ADD,O
,03-,XX,O
,55423228,CD,O
,FAX:03-,NN,O
,55423213,CD,O
,GST,NNP,O
,ID:,NNP,O
,000381399040,CD,O
,TAX,NN,O
,INVOICE,NNP,O
,/,SYM,O
,ADJUSTMENT,NN,O
,NOTE,NN,O
,CASH,FW,O
,INV,NN,O
,NO.:,NNP,O
,7824F715,CD,O
,VE0514,NNP,O
,DATE:,NNP,O
,24/08/2017,CD,B-date
,MAKASSAR,NNP,O
,FRESH,NNP,O
,MARKET,NNP,O
,SDN,NNP,B-company
,BHD,NNP,I-company
,GROUND,NNP,O
,FLOOR,NNP,O
,NO.,NNP,O
,4,CD,O
,&,CC,O
,6,CD,O
,JALAN,NNP,B-address
,SS,NNP,O
,15/4B,CD,O
,47500,CD,O
,SUBANG,NNP,O
,JAYA,NNP,O
,SELANGOR,RB,O
,VE05:,FW,O
,RIDZUAN(11900),NNP,O
,DD:,IN,O
,24/08/2017,CD,B-date
,11:33,CD,O
,DESCRIPTION,NNP,O
,U.P,NNP,O
,ISS,NNP,O
,EXC,NNP,O
,D,NNP,O
,SALE,NNP,O
,AMT(RM),NNP,O
,O.C.,NNP,O
,WHITE,NNP,O
,2.13,CD,O
,5,CD,O
,1,LS,O
,0,NFP,O
,4,LS,O
,8.52,CD,O
,WHOLEMEAL,NNP,O
,2.78,CD,O
,5,CD,O
,3,LS,B-address
,0,NFP,O
,2,LS,O
,5.56,CD,O
,O.C,IN,O
,JUMBO,NNP,O
,2.97,CD,O
,5,CD,O
,2,LS,O
,0,NFP,O
,3,LS,B-address
,8.91,CD,O
,TOTAL,NN,O
,0%,CD,O
,SUPPLIES:,NN,O
,22.99,CD,O
,DELICIA-B/SCOTCH,NNP,O
,3.72,CD,O
,2,LS,O
,0,NFP,O
,0,NFP,O
,2,LS,O
,7.44,CD,O
,BUN-SBILIS,NNP,O
,0.84,CD,O
,10,CD,O
,0,NFP,O
,0,NFP,O
,10,CD,O
,8.40,CD,O
,TOTAL,VB,O
,6%,CD,O
,SUPPLIES,NNP,O
,(EXCL.,-LRB-,O
,GST):,NNP,O
,15.84,CD,O
,GST:,NNP,O
,0.95,CD,O
,TOTAL,VB,O
,6%,CD,O
,SUPPLIES,NNS,O
,(INC.,-LRB-,O
,GST):,NNP,O
,16.79,CD,O
,TOTAL,NN,O
,0%,CD,O
,SUPPLIES:,NN,O
,22.99,CD,O
,TOTAL,JJ,O
,PAYABLE:,NNS,O
,39.78,CD,B-total
,E.&.0.E.,NFP,O
,RECEIVED,VBD,O
,ABOVE,JJ,O
,GOODS,NN,O
,IN,IN,O
,GOOD,JJ,O
,ORDER,NN,O
,CONDITION.,NN,O
,THE,DT,O
,RECIPIENT,NNP,O
,OF,IN,O
,GARDENIA'S,NNP,O
,PRODUCTS,NNP,O
,IS,VBZ,O
,REQUIRED,NN,O
,TO,IN,O
,MAKE,NNP,O
,NECESSARY,NN,O
,ADJUSTMENTS,NNS,O
,TO,IN,O
,ITS,PRP,O
,INPUT,NN,O
,TAX,NN,O
,CLAIMS,NNS,O
,ON,IN,O
,THE,DT,O
,BASIC,NN,O
,OF,IN,O
,THE,DT,O
,ADJUSTMENTS,NNS,O
,SHOWN,VBN,O
,IN,IN,O
,THIS,DT,O
,TAX,NN,O
,INVOICE,NN,O
,/,.,O
,ADJUSTMENT,NN,O
,NOTE,NN,O
,CUSTOMER'S,NNP,O
,COPY,NNP,O
Sentence: 336,ACCOUNT'S,NNP,O
,COPY,NNP,O
,GARDENIA,NNP,B-company
,BAKERIES,NNP,I-company
,(KL),-LRB-,I-company
,SDN,NNP,I-company
,BHD,NNP,I-company
,(139386,NNP,O
,X),NNP,O
,LOT,NNP,B-address
,3,CD,I-address
,JALAN,NNP,I-address
,PELABUR,NNP,I-address
,23/1,CD,I-address
,40300,CD,I-address
,SHAH,NNP,I-address
,ALAM,NNP,I-address
,SELANGOR.,NNP,I-address
,TEL:,ADD,O
,03-,XX,O
,55423228,CD,O
,FAX:03-,NN,O
,55423213,CD,O
,GST,NNP,O
,ID:,NNP,O
,000381399040,CD,O
,TAX,NN,O
,INVOICE,NNP,O
,/,SYM,O
,ADJUSTMENT,NN,O
,NOTE,NN,O
,CASH,FW,O
,INV,NN,O
,NO.:,NNS,O
,7821F714,CD,O
,VE0514,NNP,O
,DATE:,NNP,O
,21/08/2017,CD,B-date
,MAKASSAR,NNP,O
,FRESH,NNP,O
,MARKET,NNP,O
,SDN,NNP,B-company
,BHD,NNP,I-company
,GROUND,NNP,O
,FLOOR,NNS,O
,NO,UH,O
,JALAN,NNP,B-address
,SS,NNP,O
,15/4B,CD,O
,47500,CD,O
,SUBANG,NNP,O
,JAYA,NNP,O
,SELANGOR,RB,O
,VE05:,FW,O
,RIDZUAN(11900),NNP,O
,DD:,IN,O
,21/08/2017,CD,B-date
,11:45,CD,O
,DESCRIPTION,NNP,O
,U.P,NNP,O
,ISS,NNP,O
,EXC,NNP,O
,D,NNP,O
,SALE,NNP,O
,AMT(RM),NNP,O
,O.C.,NNP,O
,WHITE,NNP,O
,2.13,CD,O
,5,CD,O
,2,LS,O
,0,NFP,O
,3,LS,B-address
,6.39,CD,O
,WHOLEMEAL,NNP,O
,2.78,CD,O
,5,CD,O
,0,NFP,O
,0,NFP,O
,5,CD,O
,13.90,CD,O
,O.C,IN,O
,JUMBO,NNP,O
,2.97,CD,O
,5,CD,O
,0,NFP,O
,0,NFP,O
,5,CD,O
,14.85,CD,O
,TOTAL,NN,O
,0%,CD,O
,SUPPLIES:,NN,O
,35.14,CD,O
,DELICIA-B/SCOTCH,NNP,O
,3.72,CD,O
,2,LS,O
,0,NFP,O
,0,NFP,O
,2,LS,O
,7.44,CD,O
,CR-CHOCLT,NNP,O
,0.72,CD,O
,20,CD,O
,0,NFP,O
,0,NFP,O
,20,CD,O
,14.40,CD,O
,CR-B',NNP,O
,SCOTCH,NNP,O
,0.72,CD,O
,20,CD,O
,0,NFP,O
,0,NFP,O
,20,CD,O
,14.40,CD,O
,TOTAL,VB,O
,6%,CD,O
,SUPPLIES,NNP,O
,(EXCL.,-LRB-,O
,GST):,NNP,O
,36.24,CD,O
,GST:,NNP,O
,2.17,CD,O
,TOTAL,VB,O
,6%,CD,O
,SUPPLIES,NNS,O
,(INC.,-LRB-,O
,GST):,NNP,O
,38.41,CD,O
,TOTAL,NN,O
,0%,CD,O
,SUPPLIES:,NN,O
,35.14,CD,O
,TOTAL,JJ,O
,PAYABLE:,NNS,O
,73.55,CD,B-total
,E.&.0.E.,NFP,O
,RECEIVED,VBD,O
,ABOVE,JJ,O
,GOODS,NN,O
,IN,IN,O
,GOOD,JJ,O
,ORDER,NN,O
,CONDITION.,NN,O
,THE,DT,O
,RECIPIENT,NNP,O
,OF,IN,O
,GARDENIA'S,NNP,O
,PRODUCTS,NNP,O
,IS,VBZ,O
,REQUIRED,NN,O
,TO,IN,O
,MAKE,NNP,O
,NECESSARY,NN,O
,ADJUSTMENTS,NNS,O
,TO,IN,O
,ITS,PRP,O
,INPUT,NN,O
,TAX,NN,O
,CLAIMS,NNS,O
,ON,IN,O
,THE,DT,O
,BASIC,NN,O
,OF,IN,O
,THE,DT,O
,ADJUSTMENTS,NNS,O
,SHOWN,VBN,O
,IN,IN,O
,THIS,DT,O
,TAX,NN,O
,INVOICE,NN,O
,/,.,O
,ADJUSTMENT,NN,O
,NOTE,NN,O
,CUSTOMER'S,NNP,O
,COPY,NNP,O
,GNATURE,NNP,O
,OT,JJ,O
,REQU,NNP,O
,D,NNP,O
,4,CD,O
,&,CC,O
,6,CD,O
Sentence: 337,GARDENIA,NNP,B-company
,BAKERIES,NNP,I-company
,(KL),-LRB-,I-company
,SDN,NNP,I-company
,BHD,NNP,I-company
,(139386,NNP,O
,X),NNP,O
,LOT,NNP,B-address
,3,CD,I-address
,JALAN,NNP,I-address
,PELABUR,NNP,I-address
,23/1,CD,I-address
,40300,CD,I-address
,SHAH,NNP,I-address
,ALAM,NNP,I-address
,SELANGOR.,NNP,I-address
,TEL:,ADD,O
,03-,XX,O
,55423228,CD,O
,GST,NNP,O
,ID:,NNP,O
,000381399040,CD,O
,TAX,NN,O
,INVOICE,NNP,O
,/,SYM,O
,ADJUSTMENT,NN,O
,NOTE,NN,O
,CASH,FW,O
,INV,NNP,O
,NO.:,XX,O
,7819F712,CD,O
,VE0514,NNP,O
,DATE:,NNP,O
,19/08/2017,CD,B-date
,MAKASSAR,NNP,O
,FRESH,NNP,O
,MARKET,NNP,O
,SDN,NNP,B-company
,BHD,NNP,I-company
,GROUND,NNP,O
,FLOOR,NNP,O
,NO.,NNP,O
,4,CD,O
,&,CC,O
,6,CD,O
,JALAN,NNP,B-address
,SS,NNP,O
,15/4B,CD,O
,47500,CD,O
,SUBANG,NNP,O
,JAYA,NNP,O
,SELANGOR,RB,O
,VE05:,FW,O
,RIDZUAN(11900),NNP,O
,DD:,IN,O
,19/08/2017,CD,B-date
,10:38,CD,O
,DESCRIPTION,NNP,O
,U.P,NNP,O
,D,NNP,O
,AMT(RM),NNP,O
,O.C.,NNP,O
,WHITE,NNP,O
,2.13,CD,O
,5,CD,O
,3,LS,B-address
,0,NFP,O
,2,LS,O
,4.26,CD,O
,WHOLEMEAL,NNP,O
,2.78,CD,O
,3,LS,B-address
,0,NFP,O
,0,NFP,O
,3,LS,B-address
,8.34,CD,O
,O.C,IN,O
,JUMBO,NNP,O
,2.97,CD,O
,5,CD,O
,0,NFP,O
,0,NFP,O
,5,CD,O
,14.85,CD,O
,TOTAL,NN,O
,0%,CD,O
,SUPPLIES:,NN,O
,27.45,CD,O
,DELICIA-B/SCOTCH,NNP,O
,3.72,CD,O
,2,LS,O
,0,NFP,O
,0,NFP,O
,2,LS,O
,7.44,CD,O
,CR-B'SCOTCH,.,O
,0.72,CD,O
,20,CD,O
,0,NFP,O
,0,NFP,O
,20,CD,O
,14.40,CD,O
,TOTAL,VB,O
,6%,CD,O
,SUPPLIES,NNP,O
,(EXCL.,-LRB-,O
,GST):,NNP,O
,21.84,CD,O
,GST:,NNP,O
,1.31,CD,O
,TOTAL,VB,O
,6%,CD,O
,SUPPLIES,NNS,O
,(INC.,-LRB-,O
,GST):,NNP,O
,23.15,CD,O
,TOTAL,NN,O
,0%,CD,O
,SUPPLIES:,NN,O
,27.45,CD,O
,TOTAL,JJ,O
,PAYABLE:,NNS,O
,50.60,CD,B-total
,E.&.0.E.,NFP,O
,RECEIVED,VBD,O
,ABOVE,JJ,O
,GOODS,NN,O
,IN,IN,O
,GOOD,JJ,O
,ORDER,NN,O
,CONDITION.,NN,O
,THE,DT,O
,RECIPIENT,NNP,O
,OF,IN,O
,GARDENIA'S,NNP,O
,PRODUCTS,NNP,O
,IS,VBZ,O
,REQUIRED,NN,O
,TO,IN,O
,MAKE,NNP,O
,NECESSARY,NN,O
,ADJUSTMENTS,NNS,O
,TO,IN,O
,ITS,PRP,O
,INPUT,NN,O
,TAX,NN,O
,CLAIMS,NNS,O
,ON,IN,O
,THE,DT,O
,BASIC,NN,O
,OF,IN,O
,THE,DT,O
,ADJUSTMENTS,NNS,O
,SHOWN,VBN,O
,IN,IN,O
,THIS,DT,O
,TAX,NN,O
,INVOICE,NN,O
,/,.,O
,ADJUSTMENT,NN,O
,NOTE,NN,O
,CUSTOMER'S,NNP,O
,COPY,NNP,O
,FAX:03-,NN,O
,55423213,CD,O
,ISS,NNP,O
,EXC,NNP,O
,SALE,NNP,O
Sentence: 338,GARDENIA,NNP,B-company
,BAKERIES,NNP,I-company
,(KL),-LRB-,I-company
,SDN,NNP,I-company
,BHD,NNP,I-company
,(139386,NNP,O
,X),NNP,O
,LOT,NNP,B-address
,3,CD,I-address
,JALAN,NNP,I-address
,PELABUR,NNP,I-address
,23/1,CD,I-address
,40300,CD,I-address
,SHAH,NNP,I-address
,ALAM,NNP,I-address
,SELANGOR.,NNP,I-address
,TEL:,ADD,O
,03-,XX,O
,55423228,CD,O
,GST,NNP,O
,ID:,NNP,O
,000381399040,CD,O
,TAX,NN,O
,INVOICE,NNP,O
,/,SYM,O
,ADJUSTMENT,NN,O
,NOTE,NN,O
,CASH,FW,O
,INV,NNP,O
,NO.:,NNP,O
,7817F712,CD,O
,VE0514,NNP,O
,DATE:,NNP,O
,17/08/2017,CD,B-date
,MAKASSAR,NNP,O
,FRESH,NNP,O
,MARKET,NNP,O
,SDN,NNP,B-company
,BHD,NNP,I-company
,GROUND,NNP,O
,FLOOR,NNP,O
,NO.,NNP,O
,4,CD,O
,&,CC,O
,6,CD,O
,JALAN,NNP,B-address
,SS,NNP,O
,15/4B,CD,O
,47500,CD,O
,SUBANG,NNP,O
,JAYA,NNP,O
,SELANGOR,RB,O
,VE05:,NNP,O
,AZLAN(3737),NNP,O
,DD:,IN,O
,17/08/2017,CD,B-date
,11:55,CD,O
,DESCRIPTION,NNP,O
,U.P,NNP,O
,D,NNP,O
,AMT(RM),NNP,O
,O.C.,NNP,O
,WHITE,NNP,O
,2.13,CD,O
,5,CD,O
,2,LS,O
,0,NFP,O
,3,LS,B-address
,6.39,CD,O
,WHOLEMEAL,NNP,O
,2.78,CD,O
,1,LS,O
,1,LS,O
,0,NFP,O
,0,NFP,O
,0.00,CD,O
,O.C,IN,O
,JUMBO,NNP,O
,2.97,CD,O
,4,LS,O
,3,LS,B-address
,0,NFP,O
,1,LS,O
,2.97,CD,O
,TOTAL,NN,O
,0%,CD,O
,SUPPLIES:,NN,O
,9.36,CD,O
,DELICIA-B/SCOTCH,NNP,O
,3.72,CD,O
,0,NFP,O
,1,LS,O
,0,NFP,O
,-1,.,O
,-3.72,NFP,O
,CR-CORN,NNP,O
,0.72,CD,O
,15,CD,O
,7,LS,O
,0,NFP,O
,8,CD,O
,5.76,CD,O
,BUN-SBILIS,NNP,O
,0.84,CD,O
,0,NFP,O
,4,LS,O
,0,NFP,O
,-4,:,O
,-3.36,NFP,O
,TOTAL,VB,O
,6%,CD,O
,SUPPLIES,NNP,O
,(EXCL.,-LRB-,O
,GST):,NNP,O
,-1.32,NFP,O
,GST:,NNP,O
,-0.07,NFP,O
,TOTAL,VB,O
,6%,CD,O
,SUPPLIES,NNS,O
,(INC.,-LRB-,O
,GST):,NNP,O
,-1.39,NFP,O
,TOTAL,NN,O
,0%,CD,O
,SUPPLIES:,NN,O
,9.36,CD,O
,TOTAL,JJ,O
,PAYABLE:,NNS,O
,7.97,CD,B-total
,E.&.0.E.,NFP,O
,RECEIVED,VBD,O
,ABOVE,JJ,O
,GOODS,NN,O
,IN,IN,O
,GOOD,JJ,O
,ORDER,NN,O
,CONDITION.,NN,O
,THE,DT,O
,RECIPIENT,NNP,O
,OF,IN,O
,GARDENIA'S,NNP,O
,PRODUCTS,NNP,O
,IS,VBZ,O
,REQUIRED,NN,O
,TO,IN,O
,MAKE,NNP,O
,NECESSARY,NN,O
,ADJUSTMENTS,NNS,O
,TO,IN,O
,ITS,PRP,O
,INPUT,NN,O
,TAX,NN,O
,CLAIMS,NNS,O
,ON,IN,O
,THE,DT,O
,BASIC,NN,O
,OF,IN,O
,THE,DT,O
,ADJUSTMENTS,NNS,O
,SHOWN,VBN,O
,IN,IN,O
,THIS,DT,O
,TAX,NN,O
,INVOICE,NN,O
,/,.,O
,ADJUSTMENT,NN,O
,NOTE,NN,O
,CUSTOMER'S,NNP,O
,COPY,NNP,O
,FAX:03-,NN,O
,55423213,CD,O
,ISS,NNP,O
,EXC,NNP,O
,SALE,NNP,O
Sentence: 339,GARDENIA,NNP,B-company
,BAKERIES,NNP,I-company
,(KL),-LRB-,I-company
,SDN,NNP,I-company
,BHD,NNP,I-company
,(139386,NNP,O
,X),NNP,O
,LOT,NNP,B-address
