,Receipt ID,Line #,Text,Class (item/total),Class (item/total).1,Class (item/total).2
2852,US138,30,cash.,Misc.,,
2853,US139,1,KALOOKI'S,Store Name,,
2854,US139,2,b-2 03/14/2015 8:12 PM,Date,Date,Hour
2855,US139,3,O cts 5300,Misc.,,
2856,US139,4,Dine in Denise,Misc.,,
2857,US139,5,# Item Unit Price,Misc.,,
2858,US139,6,1 Chicken fingers 8.00 8.00,Items,,
2859,US139,7,1 Spicy Shrimp 20.00  20.00,Items,,
2860,US139,8,1 Steamed Fish Lg 25.00 25.00,Items,,
2861,US139,9,2 Bottled Water 2.00 4.00,Items,,
2862,US139,10,Subtotal 57.00,Subtotal,,
2863,US139,11,Service Charge 10% 5.70,Tax,,
2864,US139,12,Total $62.70,Total,,
2865,US139,13,Thank You,Misc.,,
2866,US139,14,Kalooki's,Store Name,,
2867,US139,15,"Bay Road, Blue Hills",Address,,
2868,US139,16,01649 Providenciales,Address,,
2869,US139,17,6493323388,Tel#,,
2870,US140,1,Gordon Ramsay Steak,Store Name,,
2871,US140,2,Paris Las Vegas,Address,,
2872,US140,3,2014-10-21 19:41:00,Date,Hour,
2873,US140,4,Gordon Ramsay Steak,Store Name,,
2874,US140,5,Check: 2042367 Table: T-35,Misc.,,
2875,US140,6,Server: Lomberto Guests: 2,Misc.,,
2876,US140,7,Terminal: 42,Misc.,,
2877,US140,8,Regular,Misc.,,
2878,US140,9,1 Pimm's Cup 14.00,Items,,
2879,US140,10,2 The Drifter 28.00,Items,,
2880,US140,11,@14.00,Items,,
2881,US140,12,1 Kobe Beef Slider 18.00,Items,,
2882,US140,13,1 New York 63.00,Items,,
2883,US140,14,1 Amer Kobe Filet 79.00,Items,,
2884,US140,15,1 Lobster Tail 38.00,Items,,
2885,US140,16,1 Potato Puree 12.00,Items,,
2886,US140,17,1 Grlld Asparagus 13.00,Items,,
2887,US140,18,1 Peppercorn 6.00,Items,,
2888,US140,19,1 Pepsi 6.00,Items,,
2889,US140,20,1 Choc Pot De Crem 13.00,Items,,
2890,US140,21,Subtotal 290.00,Subtotal,,
2891,US140,22,Tax 23.49,Tax,,
2892,US140,23,Total 313.49,Total,,
2893,US141,1,Via Mar Restaurant,Store Name,,
2894,US141,2,4105 Maine Ave,Address,,
2895,US141,3,"BaIdlwin Park, CA 91706",Address,,
2896,US141,4,(626) 939-9019,Tel#,,
2897,US141,5,Server: Isabel Station: 10,Misc.,,
2898,US141,6,Order #: 320502 Dine In,Misc.,,
2899,US141,7,Table: 16 Guests: 2,Misc.,,
2900,US141,8,6 TAP BEER 10-HH 9.54,Items,,
2901,US141,9,Modelo Tap.,Items,,
2902,US141,10,2 Manzanita Sol 5.50,Items,,
2903,US141,11,1 Tamarindo 2.75,Items,,
2904,US141,12,1 Sprite 2.75,Items,,
2905,US141,13,1 Thur. 2 Cock Shrimp 11.95,Items,,
2906,US141,14,2 Whole Fish 21.90,Items,,
2907,US141,15,Tilapia Whl,Items,,
2908,US141,16,Fried,Items,,
2909,US141,17,1 2 tcs Governador 7.75,Items,,
2910,US141,18,> plan fries,Items,,
2911,US141,19,1 French Fries 2.50,Items,,
2912,US141,20,1 Taco DE Asada 2.25,Items,,
2913,US141,21,"> plain,papas",Items,,
2914,US141,22,SUB TOTAL: 66.89,Subtotal,,
2915,US141,23,Tax 1: 6.35,Tax,,
2916,US141,24,Tax 2: 0.00,Tax,,
2917,US141,25,AMOUNT DUE: $73.24,Total,,
2918,US141,26,Gratuity:,Misc.,,
2919,US141,27,Total,Total,,
2920,US141,28,2018-09-06 00:00:00,Date,,
2921,US141,29,PLEASE!!! Pay your server....,Misc.,,
2922,US142,1,Marco Pierre White,Store Name,,
2923,US142,2,Steakhouse & Grill,Store Name,,
2924,US142,3,Dawson Street,Address,,
2925,US142,4,VAT: 6573336P,Misc.,,
2926,US142,5,Tel: 01 6771155,Misc.,,
2927,US142,6,marcopierrewhite.ie/Danson,Misc.,,
2928,US142,7,40006 Charlie,Misc.,,
2929,US142,8,Tbl 15/1 Chk 1501 Gst 2,Misc.,,
2930,US142,9,Station1 16Feb' 19 21:31,Date,Date,Hour
2931,US142,10,1 8oz Fil Bearn 35.95,Items,,
2932,US142,11,1 80z Fil Au Po 35.95,Items,,
2933,US142,12,1 Onion Ring 4.95,Items,,
2934,US142,13,1 Haricots Vert 4.95,Items,,
2935,US142,14,1 Choc Truf Cake 8.95,Items,,
2936,US142,15,1 Lunta 39.00,Items,,
2937,US142,16,22:57 Balance Due 129.75,Date,Total,
2938,US142,17,Thank you for your custom.,Misc.,,
2939,US142,18,Please call again,Misc.,,
2940,US142,19,Visit us online at,Misc.,,
2941,US142,20,marcopierrewhitee.ie/dawson,Misc.,,
2942,US143,1,IKEA,Store Name,,
2943,US143,2,IKEA FOOD,Store Name,,
2944,US143,3,IKEA MILTON KEYNES 185,Address,,
2945,US143,4,VAT: GB 527773320,Misc.,,
2946,US143,5,Address 4,Misc.,,
2947,US143,6,Qty Name Price Total £,Misc.,,
2948,US143,7,1 Meatballs 10 3.80  3.80,Items,,
2949,US143,8,1 Fish &Chips Adult 4.95  4.95,Items,,
2950,US143,9,1 Petit Pain - White 0.50  0.50,Items,,
2951,US143,10,1 Wine rose 2.80  2.80,Items,,
2952,US143,11,1 Wine red 2.80  2.80,Items,,
2953,US143,12,Net SubTotal: 12.37,Subtotal,,
2954,US143,13,Tax:,Tax,,
2955,US143,14,20%VA 2.48,Tax,,
2956,US143,15,Total to Pay: 14.85,Total,,
2957,US143,16,Received:,Misc.,,
2958,US143,17,VISA 14.85,Misc.,,
2959,US143,18,Visa Credit,Misc.,,
2960,US143,19,************9929,Misc.,,
2961,US143,20,Start: **/**,Misc.,,
2962,US143,21,End:,Misc.,,
2963,US143,22,2016-06-04 11:21:00,Date,Hour,
2964,US143,23,Till: 1  Cashier: 1890,Misc.,,
2965,US144,1,COLLEGE OF SOUTHERN NEVADA,Address,,
2966,US144,2,RUSSELL'S RESTAURANT,Store Name,,
2967,US144,3,108 SERV7,Misc.,,
2968,US144,4,Tb1 55/1 Chk 4488 Gst 1,Misc.,,
2969,US144,5,Oct08'14 12:10PM,Date,Hour,
2970,US144,6,1 LATTE 1.75,Items,,
2971,US144,7,*NO FLAVOR,Misc.,,
2972,US144,8,1 SALMON 7.95,Items,,
2973,US144,9,12:44PM Amount Due 9.70,Date,Total,
2974,US144,10,COLLEGE OF SOUTHERN NEVADA,Address,,
2975,US144,11,WHERE HOSPITALITY EDUCATION,Misc.,,
2976,US144,12,TAKES LIFE,Misc.,,
2977,US144,13,PLEASE PAY CASHIER,Misc.,,
2978,US144,14,Thank You,Misc.,,
2979,US145,1,Taco Time - Kenmore,Store Name,,
2980,US145,2,(425) 486-4472,Tel#,,
2981,US145,3,6733 NE 181TH ST,Address,,
2982,US145,4,KENMORE WA 98028,Address,,
2983,US145,5,DT>248,Misc.,,
2984,US145,6,Host: 04/24/2018,Date,Date,
2985,US145,7,Cashier:,Misc.,,
2986,US145,8,DT>248 7:08 PM,Date,Hour,
2987,US145,9,30126,Misc.,,
2988,US145,10,Order Type: Drive Thru,Misc.,,
2989,US145,11,SFT TACO BF 5.99,Items,,
2990,US145,12,Subtotal 5.99,Subtotal,,
2991,US145,13,Tax 0.60,Tax,,
2992,US145,14,Drive Thru Total 6.59,Total,,
2993,US145,15,CASH $10.00,Misc.,,
2994,US145,16,Change $3.41,Misc.,,
2995,US145,17,Thank you.,Misc.,,
2996,US145,18,Please come again!,Misc.,,
2997,US146,1,Angelo's Pizza Restaurant,Store Name,,
2998,US146,2,12247 Sheridan St,Address,,
2999,US146,3,"Cooper Cityb, FL 33026",Address,,
3000,US146,4,(954) 893-2000,Tel#,,
3001,US146,5,Server: Melina Station: 2,Misc.,,
3002,US146,6,Order #: 4876 Dine in,Misc.,,
3003,US146,7,Table: 1 Guests: 4,Misc.,,
3004,US146,8,1 Sprite 2.55,Items,,
3005,US146,9,1 Chicken Caesar Salad 8.95,Items,,
3006,US146,10,1 Chefs Special 19.95,Items,,
3007,US146,11,> Chefs Special,Items,,
3008,US146,12,Soup of Day,Items,,
3009,US146,13,Bar Subtotal: 0.00,Subtotal,,
3010,US146,14,Food Subtotal: 31.45,Subtotal,,
3011,US146,15,Tax 1: 1.89,Tax,,
3012,US146,16,TOTAL: $33.34,Total,,
3013,US146,17,>> Ticket #: 56 <<,Misc.,,
3014,US146,18,2017-07-10 21:32:06,Date,Hour,
3015,US146,19,THANK YOU!,Misc.,,
3016,US147,1,Dominican Restaurant,Store Name,,
3017,US147,2,1019 Front St.,Address,,
3018,US147,3,516-292-5700,Tel#,,
3019,US147,4,Guest Check Party of 2,Misc.,,
3020,US147,5,Table 11 Ticket 12005,Misc.,,
3021,US147,6,Employee: EUFEMIA SERVERS,Misc.,,
3022,US147,7,06:38 PM Date 11/10/18,Date,Date,
3023,US147,8,Seat >>,Misc.,,
3024,US147,9,1 Bistec Palomila Enc,Items,,
3025,US147,10,W/Moro Gandules,Items,,
3026,US147,11,Hab Rojas. Red Bean,Items,,
3027,US147,12,Dine in 15.95,Items,,
3028,US147,13,1 Spaghetti Con Pollo,Items,,
3029,US147,14,W/Moro GanduleS,Items,,
3030,US147,15,Hab Rojas. Red Bean,Items,,
3031,US147,16,Dine in 14.95,Items,,
3032,US147,17,1 Copa Vino,Items,,
3033,US147,18,White Glass Pinot Gr 5.50,Items,,
3034,US147,19,1 Lemonada,Items,,
3035,US147,20,Dine in 3.50,Items,,
3036,US147,21,1 Jugo de Chino la,Items,,
3037,US147,22,Dine in 16oz 4.00,Items,,
3038,US147,23,1 Gratuity. 6.59,Misc.,,
3039,US147,24,Sub Total: 50.49,Subtotal,,
3040,US147,25,Sales Tax: 2.74,Tax,,
3041,US147,26,Check Total $53.2323,Total,,
3042,US147,27,Additional Tip,Misc.,,
3043,US147,28,Total Charge:,Misc.,,
3044,US147,29,15% tip is 7.57,Misc.,,
3045,US147,30,18% tip is 9.09,Misc.,,
3046,US147,31,20% tip is 10.10,Misc.,,
3047,US147,32,22% tip is 11.11,Misc.,,
3048,US147,33,Thank you for Coming,Misc.,,
3049,US147,34,Gracias por su Visita,Misc.,,
3050,US148,1,JI,Store Name,,
3051,US148,2,Juniper & Ivy,Store Name,,
3052,US148,3,2228 Kettner Blvd,Address,,
3053,US148,4,"San Diego, CA 92101",Address,,
3054,US148,5,1045 SAGE D,Misc.,,
3055,US148,6,Tbl 71/1  Chk 4530 Gst 4,Misc.,,
3056,US148,7,Oct06'16 07:08PM,Date,Hour,
3057,US148,8,Dine In,Misc.,,
3058,US148,9,1 BUCATINI 17.00,Items,,
3059,US148,10,1 RAVIOLO 18.00,Items,,
3060,US148,11,1 BT TURNBULL NAPA 90.00,Items,,
3061,US148,12,1 HALIBUT 38.00,Items,,
3062,US148,13,1 YODEL 12.00,Items,,
3063,US148,14,1 MILK& HONEY 10.00,Items,,
3064,US148,15,1 COFFEE SM 6.00,Items,,
3065,US148,16,1 GL ROUND POND SB13.00,Items,,
3066,US148,17,1 OCTOPUS 16.00,Items,,
3067,US148,18,BEEF TARTARE 12.00,Items,,
3068,US148,19,1 FINLANDIA (WELL) $MARTINI 11.00,Items,,
3069,US148,20,1 HALIBUT 38.00,Items,,
3070,US148,21,1 SNAPPER 28.00,Items,,
3071,US148,22,Subtotal 309.00,Subtotal,,
3072,US148,23,Tax 24.72,Tax,,
3073,US148,24,09:19PM Total 333.72,Date,Total,
3074,US149,1,BEN'S BAYSIDE,Store Name,,
3075,US149,2,211-37 26th Avenue,Address,,
3076,US149,3,"Bayside, NY 11360",Address,,
3077,US149,4,Phone: (718)229-2367,Tel#,,
3078,US149,5,Emal: Bayside@BensDeli+.net,Misc.,,
3079,US149,6,0032 Table 45 #Party 3,Misc.,,
3080,US149,7,JESSICA M SvrCk: 1 12:05 03/05/17,Date,Hour,Date
3081,US149,8,DINING ROOM,Misc.,,
3082,US149,9,"2 DOUBLE DIP, 1 tky, bowl bar ley,",Items,,
3083,US149,10,"1 past, bowl barley 27.98",Items,,
3084,US149,11,1 KNISH 0.00,Items,,
3085,US149,12,1 ROUND 3.99,Items,,
3086,US149,13,1 KASHE SIDE 3.99,Items,,
3087,US149,14,1 COFFEE 1.99,Items,,
3088,US149,15,2 WATER 0.00,Items,,
3089,US149,16,Sub Total: 37.95,Subtotal,,
3090,US149,17,Tax: 3.37,Tax,,
3091,US149,18,03/05 12:41 TOTAL: 41.32,Date,Hour,Total
3092,US149,19,Suggested Gratuity,Misc.,,
3093,US149,20,GRAT 15% 5.69,Misc.,,
3094,US149,21,GRAT 18% 6.83,Misc.,,
3095,US150,1,the golden pear Cafe,Store Name,,
3096,US150,2,"East Hampton, NY",Address,,
3097,US150,3,(631) 329-1600,Tel#,,
3098,US150,4,Fax (631) 329-1548,Misc.,,
3099,US150,5,www.goldenpearcafe.com,Misc.,,
3100,US150,6,Date: Aug06 '15 11:01AM,Date,Hour,
3101,US150,7,Card Type: V1sa,Misc.,,
3102,US150,8,ACCT #: XXXXXXXXXXXX1779,Misc.,,
3103,US150,9,Exp Date: XX/XX,Misc.,,
3104,US150,10,Auth Code: 08316C,Misc.,,
3105,US150,11,Check: 93919391,Misc.,,
3106,US150,12,Check ID: CHINO,Misc.,,
3107,US150,13,Server: 5 Karina,Misc.,,
3108,US150,14,Subtotal: 22.70,Subtotal,,
3109,US150,15,Tip,Misc.,,
3110,US150,16,Total,Total,,
3111,US150,17,Signature,Misc.,,
3112,US150,18,I agree to pay above total,Misc.,,
3113,US150,19,according to my card issuer,Misc.,,
3114,US150,20,agreement.,Misc.,,
3115,US150,21,Customer,Misc.,,
3116,US150,21,Copy,Misc.,,
3117,US151,1,EL CHICO MEXICAN RESTAURANT,Store Name,,
3118,US151,2,JBR,Address,,
3119,US151,3,TEL:  04-7059680,Tel#,,
3120,US151,4,1050 Home Del,Misc.,,
3121,US151,5,Tbl 1014/1 Chk 1958 Gst 0,Misc.,,
3122,US151,6,Nov 12' 16 05:41PM,Date,Hour,
3123,US151,7,Home Delivery,Misc.,,
3124,US151,8,1 Ts Guac 48.00,Items,,
3125,US151,9,1 Grande Chicken 64.00,Items,,
3126,US151,10,Buritto,Items,,
3127,US151,11,1 Delivery Charge 5.00,Items,,
3128,US151,12,Amount Due 117.00,Total,,
3129,US151,13,***Thank You For Coming***,Misc.,,
3130,US151,14,Home Delivery No:600561112,Misc.,,
3131,US152,1,PAPPADEAUX SEAFOOD KITCHEN,Store Name,,
3132,US152,2,Pappadeaux Seafood Kitchen (612),Store Name,,
3133,US152,3,7800 Airport Blvd (HOU),Address,,
3134,US152,4,"Houston, Tx 77061",Address,,
3135,US152,5,(713) 847-7622,Tel#,,
3136,US152,6,0089 Table 7 #Party 2,Misc.,,
3137,US152,7,DANIEL O SvrCk: 7 12:46 01/07/17,Date,Hour,Date
3138,US152,8,DINE IN,Misc.,,
3139,US152,9,1 Side Craw Etouffee 40z 10.98,Items,,
3140,US152,10,1 Pan Seared Tilapia 21.99,Items,,
3141,US152,11,2 Tea 5.98,Items,,
3142,US152,12,Sub Total: 38.95,Subtotal,,
3143,US152,13,Tax: 3.21,Tax,,
3144,US152,14,Sub Total: 42.16,Subtotal,,
3145,US152,15,01/07 13:29 TOTAL: 42.16,Total,,
3146,US152,16,Thank you for dining at Pappadeaux!,Misc.,,
3147,US152,17,Tip Not Included,Misc.,,
3148,US152,18,15% 6.32,Misc.,,
3149,US152,19,18% 7.59,Misc.,,
3150,US152,20,20% 8.43,Misc.,,
3151,US153,1,Casa Rubio Cafe,Store Name,,
3152,US153,2,"25-17 Astoria Blvd May 21,2019	",Address,Date,
3153,US153,3,"Astoria, NY 11102 6:58 PM",Address,Hour,
3154,US153,4,(929) 328-0030,Tel#,,
3155,US153,5,Ticket: T1,Misc.,,
3156,US153,6,FOR HERE,Misc.,,
3157,US153,7,Grilled Skirt Steak $28.00,Items,,
3158,US153,8,Well done,Items,,
3159,US153,9,Fountain Sodas $3.00,Items,,
3160,US153,10,Subtotal $31.00,Subtotal,,
3161,US153,11,Sale Tax 2.75,Tax,,
3162,US153,12,Total $33.75,Total,,
3163,US154,1,CARL'S JR,Store Name,,
3164,US154,2,Restaurant 1100580,Address,,
3165,US154,3,11961 Beach Blvd.,Address,,
3166,US154,4,"Stanton, CA 90680",Address,,
3167,US154,5,(714)895-5114,Tel#,,
3168,US154,6,2017-09-27 12:13:06,Date,Hour,
3169,US154,7,Order 375719 Cashier: Alvaro I,Misc.,,
3170,US154,8,1 Box #1 0.00,Items,,
3171,US154,9,1 All Star Meal #1 1.00,Items,,
3172,US154,10,Dbl Chbgr 0.00,Items,,
3173,US154,11,Hot Dog 0.00,Items,,
3174,US154,12,Baked Cookie 0.00,Items,,
3175,US154,13,Lg Fries 3.00,Items,,
3176,US154,14,Lg Bev Bar 3.00,Items,,
3177,US154,15,SubTotal 7.00,Subtotal,,
3178,US154,16,Tax 0.61,Tax,,
3179,US154,17,Total 7.61,Total,,
3180,US154,18,Cash 8.00,Misc.,,
3181,US154,19,Change 0.39,Misc.,,
3182,US154,20,To Go,Misc.,,
3183,US154,21,Thank you for visiting!,Misc.,,
3184,US154,22,Ticket #45,Misc.,,
3185,US154,23,Items in bag(s): 4,Misc.,,
3186,US155,1,Delmonico's,Store Name,,
3187,US155,2,Italian Steakhouse,Store Name,,
3188,US155,3,1553 CENTRAL AVE.,Address,,
3189,US155,4,ALBANY. NY 12205,Address,,
3190,US155,5,(518) 456-5656,Tel#,,
3191,US155,6,Server: Sarah 08/22/2015,Date,Date,
3192,US155,7,Table 57/1 9:24 PM,Date,Hour,
3193,US155,8,Guests: 1,Misc.,,
3194,US155,9,#70056,Misc.,,
3195,US155,10,No Bev ( 2@0.00) 0.00,Items,,
3196,US155,11,Mozzarel la Fritta 7.99,Items,,
3197,US155,12,Delmonico Steak 24.99,Items,,
3198,US155,13,Asparagus 2.99,Items,,
3199,US155,14,Baked Potato 3.99,Items,,
3200,US155,15,Decaf Coffee- Unlimited 2.99,Items,,
3201,US155,16,6 Items,Misc.,,
3202,US155,17,Subtotal 42.95,Subtotal,,
3203,US155,18,Tax 3 .44,Tax,,
3204,US155,19,Total 46.39,Total,,
3205,US155,20,Balance Due 46. 39,Misc.,,
3206,US155,21,Gratuity Not Included,Misc.,,
3207,US156,1,Buca di Beppo,Store Name,,
3208,US156,2,Store#0511,Misc.,,
3209,US156,3,"Universal City, CA 91608",Address,,
3210,US156,4,818.509.9463,Tel#,,
3211,US156,5,Server: Molly 07/15/2016,Date,Date,
3212,US156,6,Table 53/1 7:57 PM,Date,Hour,
3213,US156,7,Guests: 3 40020,Misc.,,
3214,US156,8,Order Type: Dining,Misc.,,
3215,US156,9,Iced Tea 3.29,Items,,
3216,US156,10,Sm Garlic Bread 9.99,Items,,
3217,US156,11,9oz Buca Chianti (2 @14.00) 28.00,Items,,
3218,US156,12,Gl Buca Chianti 10.00,Items,,
3219,US156,13,Sm Chop Antipasto Salad 18.99,Items,,
3220,US156,14,Lg Supremo Pizza 29.9,Items,,
3221,US156,15,We value your opinion.,Misc.,,
3222,US156,16,Visit bucafeedback.com to complete,Misc.,,
3223,US156,17,a brief survey and enter our weekly,Misc.,,
3224,US156,18,drawing for a chance to win a,Misc.,,
3225,US156,19,$100 digital promotional certificate.,Misc.,,
3226,US156,20,See bucadibeppo.com/buca-feedback-rules,Misc.,,
3227,US156,21,for Official Rules and restrictions.,Misc.,,
3228,US156,22,091 257 000 051 115,Misc.,,
3229,US156,23,Subtotal 100 .26,Subtotal,,
3230,US156,24,Tax 9.02,Tax,,
3231,US156,25,Total 109.28,Total,,
3232,US156,26,Balance Due 109.28,Misc.,,
3233,US157,1,POP TATES KORUM MALL,Store Name,,
3234,US157,2,ANDHERI WEST,Address,,
3235,US157,3,"KURUM MALL, 4TH FLOOR",Address,,
3236,US157,4,"MANGAL PANDEY RD, OFF EASTERN EXPRESS",Address,,
3237,US157,5,THANE (W) 400606,Address,,
3238,US157,6,TEL: 022 66737988,Tel#,,
3239,US157,7,ORDER NO: K00024585,Misc.,,
3240,US157,8,BILL NO DATE AND TIME PAX TABLE,Misc.,,
3241,US157,9,B00006266 09/12/2012 6:14 PM 6 52,Date,Date,Hour
3242,US157,10,CASHIER: CASHIER,Misc.,,
3243,US157,11,WAITER: WAITER,Misc.,,
3244,US157,12,Qty Menu Item Amount,Misc.,,
3245,US157,13,2 FRENCH FRIES 190.00,Items,,
3246,US157,14,1 OPEN FOOD 60.00,Items,,
3247,US157,15,1.00 MANESH SAUS 60.00,Items,,
3248,US157,16,1 PANEER TIKKA 248. 00,Items,,
3249,US157,17,Total 498.00,Subtotal,,
3250,US157,18,SERVICE TAX @ 4.94% 24.60,Tax,,
3251,US157,19,Grand Total 523.00,Total,,
3252,US157,20,VAT NO: 27840289613,Misc.,,
3253,US157,21,****THANK YOU & VISIT AGAIN****,Misc.,,
3254,US158,1,El Valle,Store Name,,
3255,US158,2,Mexican Restaurant,Store Name,,
3256,US158,3,305 W. John St.,Address,,
3257,US158,4,"Matthews, NC 28105",Address,,
3258,US158,5,(704) 845-1417,Tel#,,
3259,US158,6,Server: GEOVANY Station:10,Misc.,,
3260,US158,7,Order #: 403593 Dine In,Misc.,,
3261,US158,8,Table: 9,Misc.,,
3262,US158,9,Guests:1,Misc.,,
3263,US158,10,1 GUACAMOLE DIP 3.99,Items,,
3264,US158,11,1 DIET COKE 2.15,Items,,
3265,US158,12,1 LUNCH FAJITAS 7.75,Items,,
3266,US158,13,1 TORTILLAS (3) 1.25,Items,,
3267,US158,14,1 SOUR CREAM 1.25,Items,,
3268,US158,15,SUB TOTAL: 16.39,Subtotal,,
3269,US158,16,Tax 1: 1.36,Tax,,
3270,US158,17,TOTAL: $17.75,Total,,
3271,US158,18,>> Ticket : 7 K<<,Misc.,,
3272,US158,19,2017-12-02 11:48:28,Date,Hour,
3273,US158,20,THANK YOU!,Misc.,,
3274,US159,1,600 E Grand Ave,Address,,
3275,US159,2,Lalo's Mexican at Navy Pier,Store Name,,
3276,US159,3,Table Q#1,Misc.,,
3277,US159,4,O . Claua,Misc.,,
3278,US159,5,Trans #: 64142 Serv: Claudia,Misc.,,
3279,US159,6,8/24/2017 17:29:00 # Cust:1,Date,Hour,Misc.
3280,US159,7,Quan Descript Cost,Misc.,,
3281,US159,8,1 Bottled Water $2.45,Items,,
3282,US159,9,1 Add Pollo Taco $4.95,Items,,
3283,US159,10,1 Add Carnitas Taco $4.95,Items,,
3284,US159,11,1 Sour Cream $1.25,Items,,
3285,US159,12,1 Chihuahua Cheese $1.25,Items,,
3286,US159,13,Net Total: $14.85,Subtotal,,
3287,US159,14,IL Sales $1.52,Tax,,
3288,US159,15,MPEA Tax $0.15,Tax,,
3289,US159,16,Restaurant $0.04,Tax,,
3290,US159,17,TOTAL: $16.56,Total,,
3291,US159,18,Food: $12.40,Subtotal,,
3292,US159,19,Beverage: $2.45,Subtotal,,
3293,US159,20,EMVUS $16.56,Misc.,,
3294,US159,21,n,Misc.,,
3295,US159,22,A Robinson Hill Company,Misc.,,
3296,US159,23,It's The ExpeRHience That Counts!,Misc.,,
3297,US159,24,Tell us about your visit!,Misc.,,
3298,US159,25,www.robinsonhillusa.com/guest-Survey,Misc.,,
3299,US160,1,ipanema,Store Name,,
3300,US160,2,Brazilian Steak House,Store Name,,
3301,US160,3,2023 South Pine Avenue,Address,,
3302,US160,4,"Ocala, Florida 34471",Address,,
3303,US160,5,(352) 622-1741,Tel#,,
3304,US160,6,Date: 04/13/18 Time: 09:16 pm,Date,Hour,
3305,US160,7,Orderr #: 415,Misc.,,
3306,US160,8,Server: Kyle118,Misc.,,
3307,US160,9,Guest: 1,Misc.,,
3308,US160,10,Table #: 12,Misc.,,
3309,US160,11,Name:,Misc.,,
3310,US160,12,DINING,Misc.,,
3311,US160,13,1 DINNER RODIZIO $41.95,Items,,
3312,US160,14,Sub-total: $41.95,Subtotal,,
3313,US160,15,Gratuity:$10.49,Misc.,,
3314,US160,16,Tax: $2.94,Tax,,
3315,US160,17,Total: $55.38,Total,,
3316,US160,18,Pay This Amount,Misc.,,
3317,US160,19,Recommended Gratuity:,Misc.,,
3318,US160,20,20% = $8.39 23% = $9.65 25%=10.49,Misc.,,
3319,US160,21,Thank You,Misc.,,
3320,US160,22,Please Come Again,Misc.,,
3321,US161,1,Bar Louie Huntsville,Store Name,,
3322,US161,2,"365 The Bridge St . ,Suite1",Address,,
3323,US161,3,"Huntsville, AL, 35806",Address,,
3324,US161,4,Server: 07/03/2015,Date,Date,
3325,US161,5,Cashier:,Misc.,,
3326,US161,6,143/2 4:42 PM,Date,Hour,
3327,US161,7,Guests: 1 20111,Misc.,,
3328,US161,8,Reprint #: 1,Misc.,,
3329,US161,9,Whiskey 6.25,Items,,
3330,US161,10,Subtotal 6.25,Subtotal,,
3331,US161,11,Tax 1.31,Tax,,
3332,US161,12,Total 7.56,Total,,
3333,US161,13,CASH 10.00,Misc.,,
3334,US161,14,Change 2.44,Misc.,,
3335,US161,15,Thank you for visiting us!,Misc.,,
3336,US161,16,Ask us about hosting,Misc.,,
3337,US161,17,your party or private event,Misc.,,
3338,US161,18,at Bar Louie Huntsville!,Misc.,,
3339,US161,19,"Eat, Drink, Be Happy!",Misc.,,
3340,US161,20,huntsville@barlouieamerica.com,Misc.,,
3341,US161,21,--- Check Closed ---,Misc.,,
3342,US162,1,HEDLEYS,Store Name,,
3343,US162,2,640 N ROBERTSON BLVD,Address,,
3344,US162,3,WEST HOLLYWOOD CA 90069,Address,,
3345,US162,4,310-659-2009,Tel#,,
3346,US162,5,Terminal ID: 01528251 3430,Misc.,,
3347,US162,6,2017-06-05 14:52:00,Date,Hour,
3348,US162,7,CREDIT SALE,Misc.,,
3349,US162,8,UID: 715615506682 REF #: 9395,Misc.,,
3350,US162,9,BATCH #: 554 AUTH #: 065231,Misc.,,
3351,US162,10,AMOUNT $41.45,Total,,
3352,US162,11,TIP $,Misc.,,
3353,US162,12,TOTAL $,Misc.,,
3354,US162,13,APPROVED,Misc.,,
3355,US162,14,TC C0347EEBBF2C362B,Misc.,,
3356,US162,15,CUSTOMER COPY,Misc.,,
3357,US163,1,El Charro Cafe Ventana,Store Name,,
3358,US163,2,6910 E SUNRISE DR,Address,,
3359,US163,3,Server: Ana 06/24/2018,Date,Date,
3360,US163,4,Table 24/1 8:00 PM,Date,Hour,
3361,US163,5,Guests: 2,Misc.,,
3362,US163,6,#30076,Misc.,,
3363,US163,7,Coors Light 5.00,Items,,
3364,US163,8,Ice Tea 3.25,Items,,
3365,US163,9,Shrimp Fajita 18.95,Items,,
3366,US163,10,Stuffed Chicken 17.95,Items,,
3367,US163,11,Subtotal 4515,Subtotal,,
3368,US163,12,Tax 2.75,Tax,,
3369,US163,13,Total 47.90,Total,,
3370,US163,14,Balance Due 47.90,Misc.,,
3371,US163,15,EAT FOR FREE!!!,Misc.,,
3372,US164,1,Gourdough's Public House,Store Name,,
3373,US164,2,2700 South Lamar Blvd,Address,,
3374,US164,3,"Austin, TX 787044",Address,,
3375,US164,4,Phone: (512) 912-9070,Tel#,,
3376,US164,5,3008 BAR PM B,Misc.,,
3377,US164,6,Chk 7862 Jan21 '17 08:56P Gst 1,Date,Date,Hour
3378,US164,7,1 FREEBIRD 5.50,Items,,
3379,US164,8,1 ICE CREAM 2.00,Items,,
3380,US164,9,1 LONESTAR 3.50,Items,,
3381,US164,10,ORIGINAL TTL 11.00,Subtotal,,
3382,US164,11,TAX 0.91,Tax,,
3383,US164,12,09:38PM TOTAL 11.91,Date,Total,
3384,US164,13,Follow us @gourdoughspub on,Misc.,,
3385,US164,14,Facebook or Tuitter for the,Misc.,,
3386,US164,15,latest and greatest specials!,Misc.,,
3387,US165,1,FourthStreetMil,Store Name,,
