,geo1,geo2,geo3,geo4,geo5,geo6,geo7,geo8,sentences,labels
15171,2922,2531,3155,2531,3155,2606,2922,2606,AMOUNT,0
15172,1739,2708,1789,2708,1789,2786,1739,2786,1,0
15173,1989,2706,2522,2706,2522,2779,1989,2779,EUROPEAN WALNUT,0
15174,2991,2699,3227,2699,3227,2770,2991,2770,6.50 T,0
15175,1736,2786,1786,2786,1786,2864,1736,2864,1,0
15176,1989,2789,2729,2789,2729,2869,1989,2869,ORANGE PEEL CHOCOLATE,0
15177,3007,2782,3225,2782,3225,2855,3007,2855,5.80 T,0
15178,1740,2965,1782,2965,1782,3041,1740,3041,2,0
15179,1982,2951,2331,2951,2331,3031,1982,3031,TOTAL,0
15180,2807,2951,3149,2951,3149,3026,2807,3026,12.30,1
15181,1984,3037,2145,3037,2145,3115,1984,3115,CASH,0
15182,2966,3037,3159,3037,3159,3102,2966,3102,20.00,0
15183,1984,3124,2409,3124,2409,3195,1984,3195,CHANGE,0
15184,2866,3112,3158,3112,3158,3199,2866,3199,7.70,0
15185,1988,3205,2413,3205,2413,3288,1988,3288,INCL. 6% GST,0
15186,3003,3199,3147,3199,3147,3277,3003,3277,0.70,0
15187,2047,3370,2864,3370,2864,3451,2047,3451,PRICES INCLUSIVE 6% GST,0
15188,1737,3556,2142,3556,2142,3640,1737,3640,GST SUMMARY,0
15189,2578,3550,2805,3550,2805,3625,2578,3625,AMOUNT,0
15190,3038,3536,3152,3536,3152,3622,3038,3622,TAX,0
15191,1739,3636,1950,3636,1950,3707,1739,3707,T: GST,0
15192,2612,3627,2801,3627,2801,3702,2612,3702,11.60,0
15193,2991,3627,3152,3627,3152,3705,2991,3705,0.70,0
15194,1727,3721,2215,3721,2215,3799,1727,3799,Z: ZERO RATED,0
15195,2650,3716,2799,3716,2799,3796,2650,3796,0.00,0
15196,3000,3716,3152,3716,3152,3789,3000,3789,0.00,0
15197,1744,3892,1917,3892,1917,3978,1744,3978,SIGN:,0
15198,2071,3973,2764,3973,2764,4053,2071,4053,WWW.LAVENDER.COM.MY,0
15199,2261,4050,2627,4050,2627,4128,2261,4128,THANK YOU.,0
15200,1739,4227,2963,4227,2963,4302,1739,4302,1. ALL SALES ARE FINAL. GOODS SOLD,0
15201,1848,4304,3106,4304,3106,4388,1848,4388,ARE NOT REFUNDABLE NOR EXCHANGEABLE.,0
15202,1714,4394,2875,4394,2875,4472,1714,4472,2. OUR PRODUCTS CONTAIN NO ADDED,0
15203,1845,4475,3131,4475,3131,4556,1845,4556,"PRESERVATIVES, PLEASE CONSUME WITHIN",0
15204,1829,4568,2764,4568,2764,4639,1829,4639,A DAY OR KEEP ACCORDING TO,0
15205,1844,4654,2872,4654,2872,4733,1844,4733,RECOMMENDATIONS ON PACKAGING.,0
15206,1730,4730,2966,4730,2966,4814,1730,4814,"3. FOR FEEDBACK, PLEASE RETAIN THIS",0
15207,1829,4817,2931,4817,2931,4898,1829,4898,"TAX INVOICE, SEEK STORE MANAGER",0
15208,1841,4903,2931,4903,2931,4983,1841,4983,ASSISTANCE OR DROP US AN EMAIL.,0
15209,1739,4984,2910,4984,2910,5059,1739,5059,4. TAX INVOICE CAN ONLY BE ISSUED,0
15210,1835,5078,3062,5078,3062,5156,1835,5156,"ON THE PURCHASE DATE, AMENDMENT IS",0
15211,1842,5149,2684,5149,2684,5242,1842,5242,NOT ALLOWED ONCE ISSUED.,0
15212,1730,5326,2559,5326,2559,5410,1730,5410,CSH:C1337 LEE FING TING,0
15213,1727,5404,2513,5404,2513,5488,1727,5488,POS:TC12 SHF:201804141,0
15214,1868,1090,2823,1090,2823,1581,1868,1581,LAVENDER,3
15215,1665,1339,2987,1339,2987,1409,1665,1409,UNIHAKKA INTERNATIONAL SDN BHD,3
15216,2097,1415,2566,1415,2566,1488,2097,1488,18 APR 2018 18:34,4
15217,2178,1499,2484,1499,2484,1566,2178,1566,(867388-U),0
15218,1763,1580,2897,1580,2897,1647,1763,1647,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN",2
15219,1895,1665,2762,1665,2762,1727,1895,1727,"TAMPOI,81200 JOHOR BAHRU,JOHOR",2
15220,2142,1738,2513,1738,2513,1803,2142,1803,TAXINVOICE,0
15221,1609,1819,2420,1819,2420,1878,1609,1878,INVOICE # : OR18041802170465,0
15222,1603,1937,1727,1937,1727,1993,1603,1993,ITEM,0
15223,2069,1940,2170,1940,2170,2005,2069,2005,QTY,0
15224,2919,1926,3057,1926,3057,1996,2919,1996,TOTAL,0
15225,1606,2027,2305,2027,2305,2100,1606,2100,SR I00100000031- 3 VEGE,0
15226,1609,2117,1758,2117,1758,2179,1609,2179,$4.40,0
15227,2072,2119,2103,2119,2103,2175,2072,2175,1,0
15228,2903,2114,3049,2114,3049,2179,2903,2179,$4.40,0
15229,1606,2237,2490,2237,2490,2310,1606,2310,SR I00100000064-ADD VEGETABLE,0
15230,1609,2327,1755,2327,1755,2389,1609,2389,$0.60,0
15231,2069,2333,2100,2333,2100,2389,2069,2389,1,0
15232,2900,2330,3052,2330,3052,2389,2900,2389,$0.60,0
15233,1603,2451,2386,2451,2386,2518,1603,2518,SR I00100000065-ADD MEATS,0
15234,1606,2538,1758,2538,1758,2600,1606,2600,$0.90,0
15235,2066,2543,2100,2543,2100,2605,2066,2605,1,0
15236,2894,2538,3051,2538,3051,2603,2894,2603,$0.90,0
15237,1603,2661,2383,2661,2383,2731,1603,2731,SR I00100000015- VEGETABLE,0
15238,1600,2751,1752,2751,1752,2818,1600,2818,$1.10,0
15239,2063,2754,2097,2754,2097,2816,2063,2816,1,0
15240,2897,2748,3046,2748,3046,2818,2897,2818,$1.10,0
15241,2515,2897,3051,2897,3051,2959,2515,2959,TOTAL AMOUNT: $7.00,1
15242,2591,2975,3049,2975,3049,3042,2591,3042,GST @6%: $0.40,0
15243,2622,3057,3046,3057,3046,3119,2622,3119,NETT TOTAL: $7.00,1
15244,1597,3175,1990,3175,1990,3242,1597,3242,PAYMENT MODE,0
15245,2835,3175,3051,3175,3051,3237,2835,3237,AMOUNT,0
15246,1600,3265,1774,3265,1774,3327,1600,3327,CASH,0
15247,2889,3262,3043,3262,3043,3327,2889,3327,$7.00,1
15248,1594,3346,1807,3346,1807,3422,1594,3422,CHANGE,0
15249,2894,3346,3046,3346,3046,3408,2894,3408,$0.00,0
15250,1603,3540,1931,3540,1931,3607,1603,3607,GST SUMMARY,0
15251,2344,3548,2571,3548,2571,3607,2344,3607,AMOUNT($),0
15252,2900,3543,3046,3543,3046,3608,2900,3608,TAX($),0
15253,1597,3635,1942,3635,1942,3694,1597,3694,SR = GST @6%,0
15254,2473,3641,2574,3641,2574,3689,2473,3689,6.60,0
15255,2948,3644,3043,3644,3043,3692,2948,3692,0.40,0
15256,1968,3756,2661,3756,2661,3821,1968,3821,GST REG #000656195584,0
15257,1839,3840,2782,3840,2782,3907,1839,3907,BAR WANG RICE@PERMAS JAYA,0
15258,2002,3916,2625,3916,2625,3986,2002,3986,(PRICE INCLUSIVE OF GST),0
15259,1971,4000,2656,4000,2656,4070,1971,4070,THANK YOU & COME AGAIN!,0
15260,1886,4079,2737,4079,2737,4144,1886,4144,LIKE AND FOLLOW US ON FACEBOOK!,0
15261,1940,4163,2684,4163,2684,4236,1940,4236,FACEBOOK.COM/BARWANGRICE,0
15262,1658,1613,3003,1613,3003,1683,1658,1683,UNIHAKKA INTERNATIONAL SDN BHD,3
15263,2096,1696,2568,1696,2568,1759,2096,1759,16 APR 2018 18:23,4
15264,2185,1776,2480,1776,2480,1850,2185,1850,(867388-U),0
15265,1759,1861,2906,1861,2906,1932,1759,1932,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN",2
15266,1900,1944,2770,1944,2770,2009,1900,2009,"TAMPOI,81200 JOHOR BAHRU,JOHOR",2
15267,2145,2024,2514,2024,2514,2081,2145,2081,TAXINVOICE,0
15268,1598,2102,2422,2102,2422,2162,1598,2162,INVOICE # : OR18041602170486,0
15269,1601,2222,1727,2222,1727,2279,1601,2279,ITEM,0
15270,2070,2222,2173,2222,2173,2288,2070,2288,QTY,0
15271,2931,2213,3063,2213,3063,2270,2931,2270,TOTAL,0
15272,1601,2313,2553,2313,2553,2384,1601,2384,SR I00100000035- 1 MEAT + 3 VEGE,0
15273,1604,2405,1756,2405,1756,2468,1604,2468,$7.10,0
15274,2079,2410,2108,2410,2108,2464,2079,2464,1,0
15275,2914,2396,3060,2396,3060,2462,2914,2462,$7.10,0
15276,1606,2525,2382,2525,2382,2596,1606,2596,SR I00100000015- VEGETABLE,0
15277,1607,2622,1759,2622,1759,2685,1607,2685,$1.10,0
15278,2073,2625,2104,2625,2104,2679,2073,2679,1,0
15279,2908,2619,3057,2619,3057,2679,2908,2679,$1.10,0
15280,2531,2762,3060,2762,3060,2822,2531,2822,TOTAL AMOUNT: $8.20,1
15281,2606,2839,3066,2839,3066,2914,2606,2914,GST @6%: $0.46,0
15282,2631,2928,3060,2928,3060,2991,2631,2991,NETT TOTAL: $8.20,1
15283,1601,3048,1998,3048,1998,3119,1601,3119,PAYMENT MODE,0
15284,2851,3045,3063,3045,3063,3102,2851,3102,AMOUNT,0
15285,1604,3140,1776,3140,1776,3203,1604,3203,CASH,0
15286,2905,3137,3059,3137,3059,3197,2905,3197,$8.20,1
15287,1607,3225,1816,3225,1816,3299,1607,3299,CHANGE,0
15288,2911,3220,3063,3220,3063,3286,2911,3286,$0.00,0
15289,1601,3426,1938,3426,1938,3489,1601,3489,GST SUMMARY,0
15290,2359,3426,2582,3426,2582,3486,2359,3486,AMOUNT($),0
15291,2914,3426,3063,3426,3063,3483,2914,3483,TAX($),0
15292,1604,3520,1944,3520,1944,3580,1604,3580,SR = GST @6%,0
15293,2491,3520,2585,3520,2585,3571,2491,3571,7.74,0
15294,2959,3520,3059,3520,3059,3571,2959,3571,0.46,0
15295,1976,3643,2677,3643,2677,3700,1976,3700,GST REG #000656195584,0
15296,1853,3723,2797,3723,2797,3797,1853,3797,BAR WANG RICE@PERMAS JAYA,0
15297,2009,3804,2640,3804,2640,3873,2009,3873,(PRICE INCLUSIVE OF GST),0
15298,1979,3889,2677,3889,2677,3960,1979,3960,THANK YOU & COME AGAIN!,0
15299,1896,3966,2754,3966,2754,4035,1896,4035,LIKE AND FOLLOW US ON FACEBOOK!,0
15300,1944,4049,2702,4049,2702,4126,1944,4126,FACEBOOK.COM/BARWANGRICE,0
15301,1697,1395,2924,1395,2924,1476,1697,1476,SELASIH EKSLUSIF SDN BHD (524101-D),3
15302,1983,1497,2646,1497,2646,1583,1983,1583,DUTY FREE ZONE (JB),0
15303,1913,1593,2721,1593,2721,1671,1913,1671,88 JALAN IBRAHIM SULTAN,2
15304,2121,1700,2542,1700,2542,1775,2121,1775,STULANG LAUT,2
15305,2020,1799,2615,1799,2615,1869,2020,1869,80300 JOHOR BAHRU,2
15306,1726,1898,1874,1898,1874,1973,1726,1973,TEL:,0
15307,1970,1993,2682,1993,2682,2071,1970,2071,GST ID: 000752517120,0
15308,2119,2194,2504,2194,2504,2269,2119,2269,TAX INVOICE,0
15309,1625,2399,1802,2399,1802,2474,1625,2474,INV#:,0
15310,1621,2496,2115,2496,2115,2578,1621,2578,STAFF: SJ10263,0
15311,2428,2495,2641,2495,2641,2568,2428,2568,TRANS:,0
15312,2854,2493,3036,2493,3036,2563,2854,2563,89282,0
15313,1619,2602,1798,2602,1798,2672,1619,2672,DATE:,0
15314,1618,2795,2019,2795,2019,2871,1618,2871,DESCRIPTION,0
15315,2706,2794,2919,2794,2919,2859,2706,2859,AMOUNT,0
15316,1619,2997,2113,2997,2113,3070,1619,3070,X000001720 L01,0
15317,1622,3099,2077,3099,2077,3172,1622,3172,WINSTON ROUND,0
15318,1619,3200,2079,3200,2079,3270,1619,3270,3 SIO @ 90.00,0
15319,2701,3190,3029,3190,3029,3265,2701,3265,270.00 SR,1
15320,1622,3395,1903,3395,1903,3470,1622,3470,TOTAL RM,0
15321,2703,3382,2916,3382,2916,3465,2703,3465,270.00,1
15322,1619,3598,1770,3598,1770,3668,1619,3668,CASH,0
15323,2664,3587,2914,3587,2914,3660,2664,3660,-300.00,0
15324,1619,3696,2046,3696,2046,3779,1619,3779,CHANGE IN RM,0
15325,2737,3691,2914,3691,2914,3761,2737,3761,30.00,0
15326,1617,3894,1994,3894,1994,3982,1617,3982,NO. OF QTY:,0
15327,2872,3894,2911,3894,2911,3962,2872,3962,3,0
15328,1721,4092,1872,4092,1872,4162,1721,4162,GST%,0
15329,1996,4086,2246,4086,2246,4161,1996,4161,NET.AMT,0
15330,2516,4092,2630,4092,2630,4165,2516,4165,GST,0
15331,2805,4089,3016,4089,3016,4167,2805,4167,AMOUNT,0
15332,1609,4185,1692,4185,1692,4260,1609,4260,SR,0
15333,1822,4185,1861,4185,1861,4255,1822,4255,6,0
15334,2030,4193,2246,4193,2246,4266,2030,4266,254.72,0
15335,2446,4188,2628,4188,2628,4261,2446,4261,15.28,0
15336,2802,4190,3013,4190,3013,4258,2802,4258,270.00,1
15337,1606,4380,2594,4380,2594,4471,1606,4471,ELIGIBLE PWP AMOUNT IS : 270,0
15338,1604,4487,2620,4487,2620,4565,1604,4565,GOODS SOLD ARE NOT REFUNDABLE,0
15339,1606,4591,1926,4591,1926,4666,1606,4666,THANK YOU,0
15340,1947,1892,2306,1892,2306,1967,1947,1967,07-2212888,0
15341,2394,1887,2540,1887,2540,1968,2394,1968,FAX:,0
15342,2576,1885,2932,1885,2932,1960,2576,1960,07-2216888,0
15343,1838,2397,2891,2397,2891,2472,1838,2472,J100086182-0000000J10000087385,0
15344,1872,2599,2363,2599,2363,2672,1872,2672,6/4/2018 19:34,4
15345,2061,1240,2745,1240,2745,1323,2061,1323,PASAR MINI JIN SENG,3
15346,1999,1326,2797,1326,2797,1404,1999,1404,"379, JALAN PERMAS SATU,",2
15347,1986,1406,2800,1406,2800,1481,1986,1481,BANDAR BARU PERMAS JAYA,2
15348,2012,1489,2776,1489,2776,1572,2012,1572,"81750 PLENTONG, JOHOR.",2
15349,2108,1573,2675,1573,2675,1646,2108,1646,TEL : 07-3874904,0
15350,2025,1653,2758,1653,2758,1739,2025,1739,(CO. NO. JM0195368-D),0
15351,2007,1741,2771,1741,2771,1822,2007,1822,(GST NO. 000150511616),0
15352,1544,1900,2173,1900,2173,1978,1544,1978,TAXINV:003-1565495,0
15353,2672,1921,2953,1921,2953,1994,2672,1994,15/04/18,4
15354,1539,1986,2176,1986,2176,2064,1539,2064,CASHIER : CASHIER3,0
15355,1536,2158,1572,2158,1572,2223,1536,2223,1,0
15356,1710,2155,1960,2155,1960,2228,1710,2228,SEAFOOD,0
15357,2620,2165,2940,2165,2940,2246,2620,2246,23.40 ZRL,0
15358,1541,2241,1567,2241,1567,2303,1541,2303,1,0
15359,1697,2236,2482,2236,2482,2319,1697,2319,KENKO BEBOLA IKAN 200G,0
15360,1536,2324,1562,2324,1562,2392,1536,2392,1,0
15361,1708,2324,2275,2324,2275,2399,1708,2399,SILKEN TOFU 300G,0
15362,2625,2337,2763,2337,2763,2407,2625,2407,1.10,0
15363,1531,2407,1565,2407,1565,2475,1531,2475,1,0
15364,1703,2407,2059,2407,2059,2480,1703,2480,VEGETABLES,0
15365,2659,2425,2929,2425,2929,2493,2659,2493,1.80 ZRL,0
15366,1528,2490,1559,2490,1559,2558,1528,2558,1,0
15367,1703,2488,2054,2488,2054,2569,1703,2569,VEGETABLES,0
15368,2649,2506,2930,2506,2930,2579,2649,2579,5.50 ZRL,0
15369,1528,2573,1557,2573,1557,2646,1528,2646,1,0
15370,1700,2571,2051,2571,2051,2654,1700,2654,VEGETABLES,0
15371,2651,2589,2932,2589,2932,2662,2651,2662,1.30 ZRL,0
15372,1526,2657,1555,2657,1555,2730,1526,2730,1,0
15373,1697,2662,2048,2662,2048,2735,1697,2735,VEGETABLES,0
15374,2638,2670,2927,2670,2927,2748,2638,2748,2.20 ZRL,0
15375,1526,2748,1555,2748,1555,2813,1526,2813,1,0
15376,1690,2742,2504,2742,2504,2820,1690,2820,MAS GOOD MELAKA NOODLES,0
15377,1521,2826,1552,2826,1552,2891,1521,2891,1,0
15378,1695,2826,2046,2826,2046,2909,1695,2909,VEGETABLES,0
15379,2638,2836,2921,2836,2921,2914,2638,2914,4.00 ZRL,0
15380,1513,2989,1864,2989,1864,3070,1513,3070,ITEM COUNT,0
15381,2878,3013,2922,3013,2922,3081,2878,3081,9,0
15382,1508,3073,1823,3073,1823,3151,1508,3151,SUBTOTAL:,0
15383,2737,3091,2914,3091,2914,3164,2737,3164,44.90,1
15384,1505,3239,1853,3239,1853,3369,1505,3369,TL:RM,0
15385,2553,3257,2907,3257,2907,3390,2553,3390,44.90,1
15386,1495,3377,1711,3377,1711,3452,1495,3452,6% GST,0
15387,2761,3400,2909,3400,2909,3473,2761,3473,0.38,0
15388,1872,3637,2402,3637,2402,3718,1872,3718,PAYMENT DETAILS,0
15389,1487,3709,1635,3709,1635,3782,1487,3782,CASH,0
15390,1487,3793,1877,3793,1877,3874,1487,3874,CASH CHANGE,0
15391,2690,3733,2895,3733,2895,3803,2690,3803,100.00,0
15392,2711,3816,2896,3816,2896,3889,2711,3889,55.10,0
15393,1487,3962,2462,3962,2462,4048,1487,4048,15/04/18 08:53 #003-1565495#,4
15394,1479,4045,1762,4045,1762,4123,1479,4123,CASHIER3,0
15395,1471,4299,1861,4299,1861,4382,1471,4382,GST SUMMARY,0
15396,2064,4307,2415,4307,2415,4388,2064,4388,AMOUNT(RM),0
15397,2631,4315,2873,4315,2873,4396,2631,4396,TAX(RM),0
15398,1466,4375,1541,4375,1541,4453,1466,4453,SR,0
15399,1822,4380,1991,4380,1991,4466,1822,4466,(@6%),0
15400,2275,4393,2423,4393,2423,4471,2275,4471,6.70,0
15401,2727,4409,2878,4409,2878,4479,2727,4479,0.38,0
15402,1463,4463,1577,4463,1577,4538,1463,4538,ZRL,0
15403,1817,4471,1986,4471,1986,4557,1817,4557,(@0%),0
15404,2238,4476,2417,4476,2417,4551,2238,4551,38.20,0
15405,2724,4489,2872,4489,2872,4557,2724,4557,0.00,0
15406,2139,4809,2461,4809,2461,4892,2139,4892,THANK YOU,0
15407,1989,4892,2597,4892,2597,4975,1989,4975,PLEASE COME AGAIN,0
15408,1782,5056,2800,5056,2800,5144,1782,5144,GOODS SOLD ARE NOT REFUNDABLE,0
15409,2615,2254,2766,2254,2766,2324,2615,2324,2.40,0
15410,2833,2262,2906,2262,2906,2330,2833,2330,SR,0
15411,2826,2339,2907,2339,2907,2404,2826,2404,SR,0
15412,2641,2753,2784,2753,2784,2826,2641,2826,3.20,0
15413,2849,2753,2932,2753,2932,2831,2849,2831,SR,0
15414,1976,4975,2621,4975,2621,5058,1976,5058,***,0
15415,1635,1473,2969,1473,2969,1537,1635,1537,UNIHAKKA INTERNATIONAL SDN BHD,3
15416,2059,1549,2555,1549,2555,1624,2059,1624,19 APR 2018 18:22,4
15417,2153,1635,2448,1635,2448,1703,2153,1703,(867388-U),0
15418,1727,1718,2871,1718,2871,1781,1727,1781,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN",2
15419,1864,1792,2740,1792,2740,1863,1864,1863,"TAMPOI,81200 JOHOR BAHRU,JOHOR",2
15420,2107,1879,2479,1879,2479,1939,2107,1939,TAXINVOICE,0
15421,1570,1962,2388,1962,2388,2022,1570,2022,INVOICE # : OR18041902170358,0
15422,1570,2070,1693,2070,1693,2139,1570,2139,ITEM,0
15423,2039,2076,2136,2076,2136,2147,2039,2147,QTY,0
15424,2897,2067,3031,2067,3031,2133,2897,2133,TOTAL,0
15425,1576,2173,2277,2173,2277,2247,1576,2247,SR I00100000030- 2 VEGE,0
15426,1567,2265,1721,2265,1721,2322,1567,2322,$3.30,0
15427,2039,2267,2068,2267,2068,2318,2039,2318,1,0
15428,2877,2262,3029,2262,3029,2319,2877,2319,$3.30,0
15429,1570,2388,2302,2388,2302,2462,1570,2462,SR I00100000169- VEGGIES,0
15430,1573,2476,1722,2476,1722,2542,1573,2542,$1.30,0
15431,2036,2485,2067,2485,2067,2531,2036,2531,1,0
15432,2874,2476,3026,2476,3026,2542,2874,2542,$1.30,0
15433,1570,2602,2542,2602,2542,2673,1570,2673,SR I00100000170- IMPORTED VEGGIES,0
15434,1570,2694,1716,2694,1716,2754,1570,2754,$1.60,0
15435,2039,2694,2068,2694,2068,2751,2039,2751,1,0
15436,2871,2691,3025,2691,3025,2748,2871,2748,$1.60,0
15437,1567,2814,2402,2814,2402,2885,1567,2885,SR I00100000008- SEAFOOD (S),0
15438,1570,2911,1716,2911,1716,2974,1570,2974,$3.70,0
15439,2036,2917,2067,2917,2067,2968,2036,2968,1,0
15440,2874,2908,3023,2908,3023,2968,2874,2968,$3.70,0
15441,2493,3051,3019,3051,3019,3117,2493,3117,TOTAL AMOUNT: $9.90,1
15442,2567,3134,3037,3134,3037,3198,2567,3198,GST @6%: $0.56,0
15443,2593,3220,3025,3220,3025,3280,2593,3280,NETT TOTAL: $9.90,1
15444,1564,3340,1959,3340,1959,3411,1564,3411,PAYMENT MODE,0
15445,2814,3334,3026,3334,3026,3397,2814,3397,AMOUNT,0
15446,1561,3431,1738,3431,1738,3485,1561,3485,CASH,0
15447,2871,3428,3020,3428,3020,3482,2871,3482,$9.90,1
15448,1558,3514,1775,3514,1775,3588,1558,3588,CHANGE,0
15449,2868,3511,3017,3511,3017,3571,2868,3571,$0.00,0
15450,1567,3714,1902,3714,1902,3777,1567,3777,GST SUMMARY,0
15451,2316,3717,2542,3717,2542,3777,2316,3777,AMOUNT($),0
15452,2871,3714,3025,3714,3025,3774,2871,3774,TAX($),0
15453,1567,3814,1910,3814,1910,3868,1567,3868,SR = GST @6%,0
15454,2445,3812,2548,3812,2548,3863,2445,3863,9.34,0
15455,2919,3812,3019,3812,3019,3866,2919,3866,0.56,0
15456,1942,3929,2631,3929,2631,3995,1942,3995,GST REG #000656195584,0
15457,1816,4012,2760,4012,2760,4086,1816,4086,BAR WANG RICE@PERMAS JAYA,0
15458,1970,4095,2596,4095,2596,4161,1970,4161,(PRICE INCLUSIVE OF GST),0
15459,1939,4175,2631,4175,2631,4249,1939,4249,THANK YOU & COME AGAIN!,0
15460,1853,4258,2711,4258,2711,4324,1853,4324,LIKE AND FOLLOW US ON FACEBOOK!,0
15461,1907,4343,2662,4343,2662,4420,1907,4420,FACEBOOK.COM/BARWANGRICE,0
15462,2263,958,2671,958,2671,1020,2263,1020,TAX INVOICE,0
15463,2211,1041,2730,1041,2730,1103,2211,1103,DOMINO'S PIZZA,3
15464,1982,1156,2968,1156,2968,1211,1982,1211,GST REF NO : 001694261248,0
15465,1938,1253,2980,1253,2980,1315,1938,1315,DOMINO'S PIZZA PERMAS JAYA,2
15466,1902,1345,3024,1345,3024,1414,1902,1414,"NO.12, JALAN PERMAS JAYA 10,",2
15467,1745,1448,3198,1448,3198,1517,1745,1517,"BANDAR BARU PERMAS JAYA, 81750 MASAI",2
15468,2363,1540,2574,1540,2574,1606,2363,1606,JOHOR,2
15469,1723,1792,2328,1792,2328,1851,1723,1851,CARRY OUT TIMED,0
15470,2619,1796,3103,1796,3103,1862,2619,1862,PAY BY: CASH,0
15471,1726,2038,1923,2038,1923,2100,1726,2100,ORDER,0
15472,2153,2038,2361,2038,2361,2087,2153,2087,:6224,0
15473,2623,2031,2706,2031,2706,2107,2623,2107,BY,0
15474,2831,2030,3222,2030,3222,2110,2831,2110,:WEB_30263,0
15475,1720,2128,2523,2128,2523,2190,1720,2190,ORDER TIME :10:15:18,0
15476,1723,2273,2401,2273,2401,2339,1723,2339,NAME: MS JUNE LOO,0
15477,1730,2373,2574,2373,2574,2442,1730,2442,PICKUP TIME: 22:00:14,0
15478,1723,2543,2048,2543,2048,2616,1723,2616,QTY MENU,0
15479,1747,2685,1806,2685,1806,2744,1747,2744,1,0
15480,1754,2802,1806,2802,1806,2871,1754,2871,1,0
15481,2760,2980,2966,2980,2966,3041,2760,3041,21.70,0
15482,1720,3096,2155,3096,2155,3160,1720,3160,TOTAL ITEMS,0
15483,2574,3111,2610,3111,2610,3149,2574,3149,:,0
15484,1718,3216,2072,3216,2072,3273,1718,3273,SUB-TOTAL,0
15485,2578,3226,2606,3226,2606,3276,2578,3276,:,0
15486,2864,3219,3055,3219,3055,3276,2864,3276,25.60,1
15487,1716,3339,2314,3339,2314,3400,1716,3400,COUPON DISCOUNT,0
15488,2583,3344,2602,3344,2602,3394,2583,3394,:,0
15489,2857,3332,3056,3332,3056,3391,2857,3391,21.70,0
15490,1716,3453,2158,3453,2158,3510,1716,3510,GRAND TOTAL,0
15491,2578,3462,2599,3462,2599,3505,2578,3505,:,0
15492,2897,3455,3055,3455,3055,3509,2897,3509,3.90,0
15493,1713,3575,1994,3575,1994,3634,1713,3634,PAYMENT,0
15494,2576,3578,2604,3578,2604,3623,2576,3623,:,0
15495,2900,3571,3056,3571,3056,3625,2900,3625,5.00,0
15496,1713,3689,2110,3689,2110,3755,1713,3755,CHANGE DUE,0
15497,2571,3696,2602,3696,2602,3739,2571,3739,:,0
15498,2859,3684,3050,3684,3050,3743,2859,3743,01.10,0
15499,1711,3800,2349,3800,2349,3859,1711,3859,*6% GST INCLUDED,0
15500,2573,3814,2594,3814,2594,3857,2573,3857,:,0
15501,2897,3805,3058,3805,3058,3862,2897,3862,0.22,0
15502,1860,3994,3046,3994,3046,4065,1860,4065,SUPPORT OUR SMILE CAMPAIGN : ),0
15503,2061,4114,2850,4114,2850,4190,2061,4190,DID WE SMILE AT YOU?,0
15504,2176,4213,2731,4213,2731,4272,2176,4272,LET US KNOW AT,0
15505,1938,4308,2966,4308,2966,4374,1938,4374,WWW.DOMINOS.COM.MY/SMILE AND,0
15506,1750,4412,3183,4412,3183,4483,1750,4483,RECEIVE A 30% OFF SIDE ITEM E-COUPON,0
15507,2017,4512,2891,4512,2891,4571,2017,4571,UPON SURVEY SUBMISSION,0
15508,1895,4609,3005,4609,3005,4674,1895,4674,SURVEY CODE: WBD171560041515,0
15509,1765,4756,3029,4756,3029,4820,1765,4820,THANK YOU FOR VISITING DOMINO'S.,0
15510,2043,4841,2746,4841,2746,4908,2043,4908,PLEASE COME AGAIN!,0
15511,1897,4956,2913,4956,2913,5025,1897,5025,1 - 3 0 0 - 8 8 8 - 3 3 3,0
15512,2041,5052,2756,5052,2756,5118,2041,5118,WWW.DOMINOS.COM.MY,0
15513,1721,5214,3065,5214,3065,5278,1721,5278,WE ARE COMPLIANT TO THE PDPA 2010.,0
15514,1803,5306,2988,5306,2988,5372,1803,5372,VISIT WWW.DOMINOS.COM.MY/TERMS,0
15515,1899,5395,2903,5395,2903,5451,1899,5451,TO VIEW OUR PERSONAL DATA,0
15516,2041,5470,2748,5470,2748,5536,2041,5536,PROTECTION POLICY.,0
15517,2238,5603,2556,5603,2556,5667,2238,5667,OWNED BY,0
15518,1833,5690,2957,5690,2957,5746,1833,5746,DOMMAL FOOD SERVICES SDN BHD,0
15519,2078,5783,2719,5783,2719,5836,2078,5836,CO. NO. 419060-A,0
15520,3142,5781,3177,5781,3177,5832,3142,5832,1,0
15521,2619,2131,3197,2131,3197,2193,2619,2193,DATE :17/04/18,0
15522,2180,2550,2353,2550,2353,2605,2180,2605,DESC,0
15523,2429,2546,2668,2546,2668,2612,2429,2612,COUPON,0
15524,2761,2546,2931,2546,2931,2608,2761,2608,DISC,0
15525,3034,2543,3245,2543,3245,2605,3034,2605,PRICE,0
15526,1879,2681,2049,2681,2049,2743,1879,2743,"6""HT",0
15527,2131,2678,2290,2678,2290,2754,2131,2754,(TE),0
15528,2415,2681,2737,2681,2737,2743,2415,2743,FPP-FREE,0
